#y z r Fr
-4.0000000000000002e-01 2.5673907444456746e-17 4.0000000000000002e-01 -8.8522270000000014e-02
-3.9466666666666672e-01 2.5673907444456746e-17 3.9466666666666672e-01 -8.4516103089423603e-02
-3.8933333333333336e-01 2.5673907444456746e-17 3.8933333333333336e-01 -8.0185603943689107e-02
-3.8400000000000001e-01 2.5673907444456746e-17 3.8400000000000001e-01 -7.5695738871178447e-02
-3.7866666666666671e-01 2.5673907444456746e-17 3.7866666666666671e-01 -7.1171134283870952e-02
-3.7333333333333335e-01 2.5673907444456746e-17 3.7333333333333335e-01 -6.6703518716601198e-02
-3.6800000000000005e-01 2.5673907444456746e-17 3.6800000000000005e-01 -6.2358068662076188e-02
-3.6266666666666669e-01 2.5673907444456746e-17 3.6266666666666669e-01 -5.8178789266153864e-02
-3.5733333333333334e-01 2.5673907444456746e-17 3.5733333333333334e-01 -5.4193048193897156e-02
-3.5200000000000004e-01 2.5673907444456746e-17 3.5200000000000004e-01 -5.0415369236664821e-02
-3.4666666666666668e-01 2.5673907444456746e-17 3.4666666666666668e-01 -4.6850581423534710e-02
-3.4133333333333332e-01 2.5673907444456746e-17 3.4133333333333338e-01 -4.3496409468921859e-02
-3.3600000000000002e-01 2.5673907444456746e-17 3.3600000000000002e-01 -4.0345582277234497e-02
-3.3066666666666666e-01 2.5673907444456746e-17 3.3066666666666666e-01 -3.7387527882229453e-02
-3.2533333333333336e-01 2.5673907444456746e-17 3.2533333333333336e-01 -3.4609715573288784e-02
-3.2000000000000001e-01 2.5673907444456746e-17 3.2000000000000001e-01 -3.1998699005423570e-02
-3.1466666666666665e-01 2.5673907444456746e-17 3.1466666666666671e-01 -2.9540907759046643e-02
-3.0933333333333335e-01 2.5673907444456746e-17 3.0933333333333335e-01 -2.7223229066290062e-02
-3.0400000000000005e-01 2.5673907444456746e-17 3.0399999999999999e-01 -2.5033416211920987e-02
-2.9866666666666669e-01 2.5673907444456746e-17 2.9866666666666669e-01 -2.2960355409859089e-02
-2.9333333333333333e-01 2.5673907444456746e-17 2.9333333333333333e-01 -2.0994218714093540e-02
-2.8799999999999998e-01 2.5673907444456746e-17 2.8800000000000003e-01 -1.9126526710568494e-02
-2.8266666666666668e-01 2.5673907444456746e-17 2.8266666666666668e-01 -1.7350141321377351e-02
-2.7733333333333338e-01 2.5673907444456746e-17 2.7733333333333332e-01 -1.5659206003235743e-02
-2.7199999999999996e-01 2.5673907444456746e-17 2.7200000000000002e-01 -1.4049047909305072e-02
-2.6666666666666666e-01 2.5673907444456746e-17 2.6666666666666666e-01 -1.2516054179329449e-02
-2.6133333333333336e-01 2.5673907444456746e-17 2.6133333333333336e-01 -1.1057532401676663e-02
-2.5600000000000001e-01 2.5673907444456746e-17 2.5600000000000001e-01 -9.6715634277606041e-03
-2.5066666666666665e-01 2.5673907444456746e-17 2.5066666666666665e-01 -8.3568530914989916e-03
-2.4533333333333332e-01 2.5673907444456746e-17 2.4533333333333335e-01 -7.1125879724122133e-03
-2.3999999999999999e-01 2.5673907444456746e-17 2.3999999999999999e-01 -5.9382991205683142e-03
-2.3466666666666669e-01 2.5673907444456746e-17 2.3466666666666666e-01 -4.8337366160399768e-03
-2.2933333333333331e-01 2.5673907444456746e-17 2.2933333333333333e-01 -3.7987569473460305e-03
-2.2399999999999998e-01 2.5673907444456746e-17 2.2400000000000000e-01 -2.8332244462165928e-03
-2.1866666666666668e-01 2.5673907444456746e-17 2.1866666666666668e-01 -1.9369273948248583e-03
-2.1333333333333335e-01 2.5673907444456746e-17 2.1333333333333335e-01 -1.1095089123667789e-03
-2.0800000000000002e-01 2.5673907444456746e-17 2.0799999999999999e-01 -3.5041231759931998e-04
-2.0266666666666666e-01 2.5673907444456746e-17 2.0266666666666666e-01 3.4115965925781192e-04
-1.9733333333333333e-01 2.5673907444456746e-17 1.9733333333333333e-01 9.6627268895920512e-04
-1.9200000000000000e-01 2.5673907444456746e-17 1.9200000000000000e-01 1.5262767347694927e-03
-1.8666666666666665e-01 2.5673907444456746e-17 1.8666666666666665e-01 2.0228112020483817e-03
-1.8133333333333335e-01 2.5673907444456746e-17 1.8133333333333332e-01 2.4578006005199519e-03
-1.7599999999999999e-01 2.5673907444456746e-17 1.7599999999999999e-01 2.8334420086231775e-03
-1.7066666666666666e-01 2.5673907444456746e-17 1.7066666666666666e-01 3.1521856300313479e-03
-1.6533333333333333e-01 2.5673907444456746e-17 1.6533333333333333e-01 3.4167097052091285e-03
-1.6000000000000000e-01 2.5673907444456746e-17 1.6000000000000000e-01 3.6298909912589172e-03
-1.5466666666666665e-01 2.5673907444456746e-17 1.5466666666666665e-01 3.7947719561983295e-03
-1.4933333333333332e-01 2.5673907444456746e-17 1.4933333333333332e-01 3.9145257535421240e-03
-1.4399999999999999e-01 2.5673907444456746e-17 1.4399999999999999e-01 3.9924199534391060e-03
-1.3866666666666666e-01 2.5673907444456746e-17 1.3866666666666666e-01 4.0317799109477704e-03
-1.3333333333333333e-01 2.5673907444456746e-17 1.3333333333333333e-01 4.0359525531744938e-03
-1.2799999999999997e-01 2.5673907444456746e-17 1.2799999999999997e-01 4.0082712673732094e-03
-1.2266666666666666e-01 2.5673907444456746e-17 1.2266666666666666e-01 3.9520224737527232e-03
-1.1733333333333332e-01 2.5673907444456746e-17 1.1733333333333332e-01 3.8704143713363171e-03
-1.1199999999999999e-01 2.5673907444456746e-17 1.1199999999999999e-01 3.7665482541206223e-03
-1.0666666666666665e-01 2.5673907444456746e-17 1.0666666666666666e-01 3.6433927090414064e-03
