#y z r Fr
-4.0000000000000002e-01 2.5673907444456746e-17 4.0000000000000002e-01 -7.2062899999999999e-02
-3.9466666666666672e-01 2.5673907444456746e-17 3.9466666666666672e-01 -6.4399010046287494e-02
-3.8933333333333336e-01 2.5673907444456746e-17 3.8933333333333336e-01 -5.7427916646487567e-02
-3.8400000000000001e-01 2.5673907444456746e-17 3.8400000000000001e-01 -5.1080860423766833e-02
-3.7866666666666671e-01 2.5673907444456746e-17 3.7866666666666671e-01 -4.5295424943313227e-02
-3.7333333333333335e-01 2.5673907444456746e-17 3.7333333333333335e-01 -4.0015141629432545e-02
-3.6800000000000005e-01 2.5673907444456746e-17 3.6800000000000005e-01 -3.5189091762695898e-02
-3.6266666666666669e-01 2.5673907444456746e-17 3.6266666666666669e-01 -3.0771510419761616e-02
-3.5733333333333334e-01 2.5673907444456746e-17 3.5733333333333334e-01 -2.6721396451520059e-02
-3.5200000000000004e-01 2.5673907444456746e-17 3.5200000000000004e-01 -2.3002131904038783e-02
-3.4666666666666668e-01 2.5673907444456746e-17 3.4666666666666668e-01 -1.9581113666151145e-02
-3.4133333333333332e-01 2.5673907444456746e-17 3.4133333333333338e-01 -1.6429399572412570e-02
-3.3600000000000002e-01 2.5673907444456746e-17 3.3600000000000002e-01 -1.3521370695775236e-02
-3.3066666666666666e-01 2.5673907444456746e-17 3.3066666666666666e-01 -1.0834411126172091e-02
-3.2533333333333336e-01 2.5673907444456746e-17 3.2533333333333336e-01 -8.3486061449532922e-03
-3.2000000000000001e-01 2.5673907444456746e-17 3.2000000000000001e-01 -6.0464593667047409e-03
-3.1466666666666665e-01 2.5673907444456746e-17 3.1466666666666671e-01 -3.9126291255419405e-03
-3.0933333333333335e-01 2.5673907444456746e-17 3.0933333333333335e-01 -1.9336841288593234e-03
-3.0400000000000005e-01 2.5673907444456746e-17 3.0399999999999999e-01 -9.7878184281019129e-05
-2.9866666666666669e-01 2.5673907444456746e-17 2.9866666666666669e-01 1.6050563780509448e-03
-2.9333333333333333e-01 2.5673907444456746e-17 2.9333333333333333e-01 3.1840971187629416e-03
-2.8799999999999998e-01 2.5673907444456746e-17 2.8800000000000003e-01 4.6471023943886998e-03
-2.8266666666666668e-01 2.5673907444456746e-17 2.8266666666666668e-01 6.0009655110316723e-03
-2.7733333333333338e-01 2.5673907444456746e-17 2.7733333333333332e-01 7.2517529611741084e-03
-2.7199999999999996e-01 2.5673907444456746e-17 2.7200000000000002e-01 8.4048276361458653e-03
-2.6666666666666666e-01 2.5673907444456746e-17 2.6666666666666666e-01 9.4649579468079111e-03
-2.6133333333333336e-01 2.5673907444456746e-17 2.6133333333333336e-01 1.0436413809269273e-02
-2.5600000000000001e-01 2.5673907444456746e-17 2.5600000000000001e-01 1.1323050462863722e-02
-2.5066666666666665e-01 2.5673907444456746e-17 2.5066666666666665e-01 1.2128381085950204e-02
-2.4533333333333332e-01 2.5673907444456746e-17 2.4533333333333335e-01 1.2855639163020818e-02
-2.3999999999999999e-01 2.5673907444456746e-17 2.3999999999999999e-01 1.3507831535629093e-02
