#y z r Fr
-4.0000000000000002e-01 2.5673907444456746e-17 4.0000000000000002e-01 -6.1903189999999997e-02
-3.9466666666666672e-01 2.5673907444456746e-17 3.9466666666666672e-01 -5.8193959990586644e-02
-3.8933333333333336e-01 2.5673907444456746e-17 3.8933333333333336e-01 -5.4214095343125060e-02
-3.8400000000000001e-01 2.5673907444456746e-17 3.8400000000000001e-01 -5.0111986150536643e-02
-3.7866666666666671e-01 2.5673907444456746e-17 3.7866666666666671e-01 -4.5997222436047418e-02
-3.7333333333333335e-01 2.5673907444456746e-17 3.7333333333333335e-01 -4.1948460004623024e-02
-3.6800000000000005e-01 2.5673907444456746e-17 3.6800000000000005e-01 -3.8019999565146900e-02
-3.6266666666666669e-01 2.5673907444456746e-17 3.6266666666666669e-01 -3.4247249537011477e-02
-3.5733333333333334e-01 2.5673907444456746e-17 3.5733333333333334e-01 -3.0651224815056402e-02
-3.5200000000000004e-01 2.5673907444456746e-17 3.5200000000000004e-01 -2.7242217151639277e-02
-3.4666666666666668e-01 2.5673907444456746e-17 3.4666666666666668e-01 -2.4022757626139760e-02
-3.4133333333333332e-01 2.5673907444456746e-17 3.4133333333333338e-01 -2.0989977816981240e-02
-3.3600000000000002e-01 2.5673907444456746e-17 3.3600000000000002e-01 -1.8137463680314148e-02
-3.3066666666666666e-01 2.5673907444456746e-17 3.3066666666666666e-01 -1.5456684688119022e-02
-3.2533333333333336e-01 2.5673907444456746e-17 3.2533333333333336e-01 -1.2938070406066276e-02
-3.2000000000000001e-01 2.5673907444456746e-17 3.2000000000000001e-01 -1.0571797321431264e-02
-3.1466666666666665e-01 2.5673907444456746e-17 3.1466666666666671e-01 -8.3483402910070094e-03
-3.0933333333333335e-01 2.5673907444456746e-17 3.0933333333333335e-01 -6.2588353993316137e-03
-3.0400000000000005e-01 2.5673907444456746e-17 3.0399999999999999e-01 -4.2952942333352867e-03
-2.9866666666666669e-01 2.5673907444456746e-17 2.9866666666666669e-01 -2.4507035288999441e-03
-2.9333333333333333e-01 2.5673907444456746e-17 2.9333333333333333e-01 -7.1903876938990429e-04
-2.8799999999999998e-01 2.5673907444456746e-17 2.8800000000000003e-01 9.0478443919667323e-04
-2.8266666666666668e-01 2.5673907444456746e-17 2.8266666666666668e-01 2.4250015791895067e-03
-2.7733333333333338e-01 2.5673907444456746e-17 2.7733333333333332e-01 3.8451170493676028e-03
-2.7199999999999996e-01 2.5673907444456746e-17 2.7200000000000002e-01 5.1680358365598124e-03
-2.6666666666666666e-01 2.5673907444456746e-17 2.6666666666666666e-01 6.3961990224837709e-03
-2.6133333333333336e-01 2.5673907444456746e-17 2.6133333333333336e-01 7.5317154936896218e-03
-2.5600000000000001e-01 2.5673907444456746e-17 2.5600000000000001e-01 8.5764842471397918e-03
-2.5066666666666665e-01 2.5673907444456746e-17 2.5066666666666665e-01 9.5323033925740243e-03
-2.4533333333333332e-01 2.5673907444456746e-17 2.4533333333333335e-01 1.0400963378368856e-02
-2.3999999999999999e-01 2.5673907444456746e-17 2.3999999999999999e-01 1.1184323140800433e-02
