#y z r Fr
-4.0000000000000002e-01 2.5673907444456746e-17 4.0000000000000002e-01 -5.9515869999999992e-02
-3.9466666666666672e-01 2.5673907444456746e-17 3.9466666666666672e-01 -5.7680409864415083e-02
-3.8933333333333336e-01 2.5673907444456746e-17 3.8933333333333336e-01 -5.5216144109034866e-02
-3.8400000000000001e-01 2.5673907444456746e-17 3.8400000000000001e-01 -5.2356729393541211e-02
-3.7866666666666671e-01 2.5673907444456746e-17 3.7866666666666671e-01 -4.9275773330440982e-02
-3.7333333333333335e-01 2.5673907444456746e-17 3.7333333333333335e-01 -4.6099191856549350e-02
-3.6800000000000005e-01 2.5673907444456746e-17 3.6800000000000005e-01 -4.2915516606557035e-02
-3.6266666666666669e-01 2.5673907444456746e-17 3.6266666666666669e-01 -3.9784426356473050e-02
-3.5733333333333334e-01 2.5673907444456746e-17 3.5733333333333334e-01 -3.6743747261264392e-02
-3.5200000000000004e-01 2.5673907444456746e-17 3.5200000000000004e-01 -3.3815139742453412e-02
-3.4666666666666668e-01 2.5673907444456746e-17 3.4666666666666668e-01 -3.1008665328480865e-02
-3.4133333333333332e-01 2.5673907444456746e-17 3.4133333333333338e-01 -2.8326404361379301e-02
-3.3600000000000002e-01 2.5673907444456746e-17 3.3600000000000002e-01 -2.5765275112982551e-02
-3.3066666666666666e-01 2.5673907444456746e-17 3.3066666666666666e-01 -2.3319186364721817e-02
-3.2533333333333336e-01 2.5673907444456746e-17 3.2533333333333336e-01 -2.0980638765969704e-02
-3.2000000000000001e-01 2.5673907444456746e-17 3.2000000000000001e-01 -1.8741875172346892e-02
-3.1466666666666665e-01 2.5673907444456746e-17 3.1466666666666671e-01 -1.6595666559189107e-02
-3.0933333333333335e-01 2.5673907444456746e-17 3.0933333333333335e-01 -1.4535807894369257e-02
-3.0400000000000005e-01 2.5673907444456746e-17 3.0399999999999999e-01 -1.2557387432689391e-02
-2.9866666666666669e-01 2.5673907444456746e-17 2.9866666666666669e-01 -1.0656883160610130e-02
-2.9333333333333333e-01 2.5673907444456746e-17 2.9333333333333333e-01 -8.8321314802054622e-03
-2.8799999999999998e-01 2.5673907444456746e-17 2.8800000000000003e-01 -7.0822055852761065e-03
-2.8266666666666668e-01 2.5673907444456746e-17 2.8266666666666668e-01 -5.4072342660169284e-03
-2.7733333333333338e-01 2.5673907444456746e-17 2.7733333333333332e-01 -3.8081860019612748e-03
-2.7199999999999996e-01 2.5673907444456746e-17 2.7200000000000002e-01 -2.2866380913290321e-03
-2.6666666666666666e-01 2.5673907444456746e-17 2.6666666666666666e-01 -8.4454614819156259e-04
-2.6133333333333336e-01 2.5673907444456746e-17 2.6133333333333336e-01 5.1597448874829204e-04
-2.5600000000000001e-01 2.5673907444456746e-17 2.5600000000000001e-01 1.7928471120190385e-03
-2.5066666666666665e-01 2.5673907444456746e-17 2.5066666666666665e-01 2.9842061521125735e-03
-2.4533333333333332e-01 2.5673907444456746e-17 2.4533333333333335e-01 4.0885404747547866e-03
-2.3999999999999999e-01 2.5673907444456746e-17 2.3999999999999999e-01 5.1048059551259718e-03
